Variant_Index	Reference_Index
53291	766525
53291	766535
53291	766541
53291	766549
53291	766556
53291	766565
53291	766566
53291	766578
53291	766584
53292	766514
53292	766515
53292	766525
53292	766535
53292	766541
53292	766549
53292	766556
53292	766565
53292	766566
53292	766578
53292	766584
53293	766514
53293	766515
53293	766525
53293	766535
53293	766541
53293	766549
53293	766556
53293	766565
53293	766566
53293	766578
53293	766584
53294	766514
53294	766515
53294	766525
53294	766535
53294	766541
53294	766549
53294	766556
53294	766565
53294	766566
53294	766578
53294	766584
53295	766514
53295	766515
53295	766525
53295	766535
53295	766541
53295	766549
53295	766556
53295	766565
53295	766566
53295	766578
53295	766584
53296	766514
53296	766515
53296	766525
53296	766535
53296	766541
53296	766549
53296	766556
53296	766565
53296	766566
53296	766578
53296	766584
53297	766514
53297	766515
53297	766525
53297	766535
53297	766541
53297	766549
53297	766556
53297	766565
53297	766566
53297	766578
53297	766584
53298	766514
53298	766515
53298	766525
53298	766535
53298	766541
53298	766549
53298	766556
53298	766565
53298	766566
53298	766578
53298	766584
53299	766514
53299	766515
53299	766525
53299	766535
53299	766541
53299	766549
53299	766556
53299	766565
53299	766566
53299	766578
53299	766584
53300	766514
53300	766515
53300	766525
53300	766535
53300	766541
53300	766549
53300	766556
53300	766565
53300	766566
53300	766578
53300	766584
53301	766514
53301	766515
53301	766525
53301	766535
53301	766541
53301	766549
53301	766556
53301	766565
53301	766566
53301	766578
53301	766584
53302	766514
53302	766515
53302	766525
53302	766535
53302	766541
53302	766549
53302	766556
53302	766565
53302	766566
53302	766578
53302	766584
53303	766723
53303	766724
53303	766728
53303	766748
53303	766767
53303	766768
53303	766769
53303	766773
53303	766794
53303	766812
53303	766815
53303	766816
53304	767183
53304	767184
53304	767200
53304	767201
53304	767215
53304	767216
53304	767225
53304	767231
53304	767236
53304	767251
53304	767265
53305	767183
53305	767184
53305	767200
53305	767201
53305	767215
53305	767216
53305	767225
53305	767231
53305	767236
53305	767251
53305	767265
53306	767183
53306	767184
53306	767201
53306	767216
53306	767225
53306	767231
53306	767236
53307	767183
53307	767184
53307	767199
53307	767201
53307	767214
53307	767216
53307	767225
53307	767231
53307	767236
53307	767250
53307	767264
53308	767183
53308	767184
53308	767199
53308	767201
53308	767214
53308	767216
53308	767225
53308	767231
53308	767236
53308	767250
53308	767264
53309	767183
53309	767184
53309	767199
53309	767201
53309	767214
53309	767216
53309	767225
53309	767231
53309	767236
53309	767250
53309	767264
53310	767183
53310	767184
53310	767199
53310	767201
53310	767214
53310	767216
53310	767225
53310	767231
53310	767236
53310	767250
53310	767264
53311	767183
53311	767184
53311	767201
53311	767216
53311	767225
53311	767231
53311	767236
53312	767183
53312	767184
53312	767198
53312	767201
53312	767213
53312	767216
53312	767225
53312	767231
53312	767236
53312	767249
53312	767263
53313	767183
53313	767184
53313	767198
53313	767201
53313	767213
53313	767216
53313	767225
53313	767231
53313	767236
53313	767249
53313	767263
53314	767183
53314	767184
53314	767198
53314	767201
53314	767213
53314	767216
53314	767225
53314	767231
53314	767236
53314	767249
53314	767263
53315	767183
53315	767184
53315	767198
53315	767201
53315	767213
53315	767216
53315	767225
53315	767231
53315	767236
53315	767249
53315	767263
53316	767183
53316	767184
53316	767201
53316	767216
53316	767225
53316	767231
53316	767236
53317	767183
53317	767184
53317	767201
53317	767216
53317	767225
53317	767231
53317	767236
53318	767183
53318	767184
53318	767201
53318	767204
53318	767212
53318	767216
53318	767225
53318	767231
53318	767236
53318	767248
53318	767262
53319	767183
53319	767184
53319	767201
53319	767204
53319	767212
53319	767216
53319	767225
53319	767231
53319	767236
53319	767248
53319	767262
53320	767183
53320	767184
53320	767201
53320	767204
53320	767212
53320	767216
53320	767225
53320	767231
53320	767236
53320	767248
53320	767262
53321	767183
53321	767184
53321	767201
53321	767204
53321	767212
53321	767216
53321	767225
53321	767231
53321	767236
53321	767248
53321	767262
53322	767183
53322	767184
53322	767201
53322	767204
53322	767212
53322	767216
53322	767225
53322	767231
53322	767236
53322	767248
53322	767262
53323	767183
53323	767184
53323	767201
53323	767204
53323	767212
53323	767216
53323	767225
53323	767231
53323	767236
53323	767248
53323	767262
53324	767183
53324	767184
53324	767201
53324	767204
53324	767212
53324	767216
53324	767225
53324	767231
53324	767236
53324	767248
53324	767262
53325	767183
53325	767184
53325	767201
53325	767204
53325	767212
53325	767216
53325	767225
53325	767231
53325	767236
53325	767248
53325	767262
53326	767183
53326	767184
53326	767201
53326	767216
53326	767225
53326	767231
53326	767236
53327	767183
53327	767184
53327	767201
53327	767216
53327	767225
53327	767231
53327	767236
53328	767183
53328	767184
53328	767197
53328	767201
53328	767211
53328	767216
53328	767225
53328	767231
53328	767236
53328	767247
53328	767261
53329	767183
53329	767184
53329	767197
53329	767201
53329	767211
53329	767216
53329	767225
53329	767231
53329	767236
53329	767247
53329	767261
53330	767183
53330	767184
53330	767197
53330	767201
53330	767211
53330	767216
53330	767225
53330	767231
53330	767236
53330	767247
53330	767261
53331	767183
53331	767184
53331	767201
53331	767216
53331	767225
53331	767231
53331	767236
53332	767183
53332	767184
53332	767196
53332	767201
53332	767210
53332	767216
53332	767225
53332	767231
53332	767236
53332	767246
53332	767260
53333	767183
53333	767184
53333	767196
53333	767201
53333	767210
53333	767216
53333	767225
53333	767231
53333	767236
53333	767246
53333	767260
53334	767183
53334	767184
53334	767196
53334	767201
53334	767210
53334	767216
53334	767225
53334	767231
53334	767236
53334	767246
53334	767260
53335	767183
53335	767184
53335	767196
53335	767201
53335	767210
53335	767216
53335	767225
53335	767231
53335	767236
53335	767246
53335	767260
53336	767183
53336	767184
53336	767196
53336	767201
53336	767210
53336	767216
53336	767225
53336	767231
53336	767236
53336	767246
53336	767260
53337	767183
53337	767184
53337	767201
53337	767216
53337	767225
53337	767231
53337	767236
53338	767183
53338	767184
53338	767201
53338	767216
53338	767225
53338	767231
53338	767236
53339	767183
53339	767184
53339	767201
53339	767216
53339	767225
53339	767231
53339	767236
53340	767183
53340	767184
53340	767195
53340	767201
53340	767209
53340	767216
53340	767225
53340	767231
53340	767236
53340	767245
53340	767259
53341	767183
53341	767184
53341	767194
53341	767201
53341	767208
53341	767216
53341	767225
53341	767231
53341	767236
53341	767244
53341	767258
53342	767183
53342	767184
53342	767194
53342	767201
53342	767208
53342	767216
53342	767225
53342	767231
53342	767236
53342	767244
53342	767258
53343	767183
53343	767184
53343	767194
53343	767201
53343	767208
53343	767216
53343	767225
53343	767231
53343	767236
53343	767244
53343	767258
53344	767183
53344	767184
53344	767201
53344	767216
53344	767225
53344	767231
53344	767236
53345	767183
53345	767184
53345	767201
53345	767216
53345	767225
53345	767231
53345	767236
53346	767183
53346	767184
53346	767193
53346	767201
53346	767207
53346	767216
53346	767225
53346	767231
53346	767236
53346	767243
53346	767257
53347	767183
53347	767184
53347	767193
53347	767201
53347	767207
53347	767216
53347	767225
53347	767231
53347	767236
53347	767243
53347	767257
53348	767183
53348	767184
53348	767193
53348	767201
53348	767207
53348	767216
53348	767225
53348	767231
53348	767236
53348	767243
53348	767257
53349	767183
53349	767184
53349	767193
53349	767201
53349	767207
53349	767216
53349	767225
53349	767231
53349	767236
53349	767243
53349	767257
53350	767183
53350	767184
53350	767193
53350	767201
53350	767207
53350	767216
53350	767225
53350	767231
53350	767236
53350	767243
53350	767257
53351	767183
53351	767184
53351	767193
53351	767201
53351	767207
53351	767216
53351	767225
53351	767231
53351	767236
53351	767243
53351	767257
53352	767183
53352	767184
53352	767193
53352	767201
53352	767207
53352	767216
53352	767225
53352	767231
53352	767236
53352	767243
53352	767257
53353	767183
53353	767184
53353	767193
53353	767201
53353	767207
53353	767216
53353	767225
53353	767231
53353	767236
53353	767243
53353	767257
53354	767183
53354	767184
53354	767193
53354	767201
53354	767207
53354	767216
53354	767225
53354	767231
53354	767236
53354	767243
53354	767257
53355	767183
53355	767184
53355	767193
53355	767201
53355	767207
53355	767216
53355	767225
53355	767231
53355	767236
53355	767243
53355	767257
53356	767183
53356	767184
53356	767201
53356	767216
53356	767225
53356	767231
53356	767236
53357	767183
53357	767184
53357	767201
53357	767216
53357	767225
53357	767231
53357	767236
53358	767183
53358	767184
53358	767201
53358	767216
53358	767225
53358	767231
53358	767236
53359	767183
53359	767184
53359	767192
53359	767201
53359	767206
53359	767216
53359	767225
53359	767231
53359	767236
53359	767242
53359	767256
53360	767183
53360	767184
53360	767192
53360	767201
53360	767206
53360	767216
53360	767225
53360	767231
53360	767236
53360	767242
53360	767256
53361	767183
53361	767184
53361	767192
53361	767201
53361	767206
53361	767216
53361	767225
53361	767231
53361	767236
53361	767242
53361	767256
53362	767183
53362	767184
53362	767192
53362	767201
53362	767206
53362	767216
53362	767225
53362	767231
53362	767236
53362	767242
53362	767256
53363	767183
53363	767184
53363	767192
53363	767201
53363	767206
53363	767216
53363	767225
53363	767231
53363	767236
53363	767242
53363	767256
53364	767183
53364	767184
53364	767192
53364	767201
53364	767206
53364	767216
53364	767225
53364	767231
53364	767236
53364	767242
53364	767256
53365	767183
53365	767184
53365	767192
53365	767201
53365	767206
53365	767216
53365	767225
53365	767231
53365	767236
53365	767242
53365	767256
53366	767183
53366	767184
53366	767192
53366	767201
53366	767206
53366	767216
53366	767225
53366	767231
53366	767236
53366	767242
53366	767256
53367	767183
53367	767184
53367	767192
53367	767201
53367	767206
53367	767216
53367	767225
53367	767231
53367	767236
53367	767242
53367	767256
53368	767183
53368	767184
53368	767192
53368	767201
53368	767206
53368	767216
53368	767225
53368	767231
53368	767236
53368	767242
53368	767256
53369	767183
53369	767184
53369	767191
53369	767201
53369	767205
53369	767216
53369	767224
53369	767225
53369	767231
53369	767236
53369	767241
53369	767255
53370	767183
53370	767184
53370	767191
53370	767201
53370	767205
53370	767216
53370	767224
53370	767225
53370	767231
53370	767236
53370	767241
53370	767255
53371	767183
53371	767184
53371	767191
53371	767201
53371	767205
53371	767216
53371	767224
53371	767225
53371	767231
53371	767236
53371	767241
53371	767255
53372	767183
53372	767184
53372	767191
53372	767201
53372	767205
53372	767216
53372	767224
53372	767225
53372	767231
53372	767236
53372	767241
53372	767255
53373	767183
53373	767184
53373	767191
53373	767201
53373	767205
53373	767216
53373	767224
53373	767225
53373	767231
53373	767236
53373	767241
53373	767255
53374	767183
53374	767184
53374	767191
53374	767201
53374	767205
53374	767216
53374	767224
53374	767225
53374	767231
53374	767236
53374	767241
53374	767255
53375	767183
53375	767184
53375	767191
53375	767201
53375	767216
53375	767224
53375	767225
53375	767231
53375	767236
53375	767241
53375	767255
53376	767183
53376	767184
53376	767201
53376	767216
53376	767225
53376	767231
53376	767236
53377	767183
53377	767184
53377	767190
53377	767201
53377	767216
53377	767223
53377	767225
53377	767231
53377	767236
53377	767240
53377	767254
53378	767183
53378	767184
53378	767201
53378	767216
53378	767225
53378	767231
53378	767236
53379	767183
53379	767184
53379	767201
53379	767216
53379	767225
53379	767231
53379	767236
53380	767183
53380	767184
53380	767189
53380	767201
53380	767216
53380	767222
53380	767225
53380	767231
53380	767236
53380	767239
53380	767253
53381	767183
53381	767184
53381	767189
53381	767201
53381	767216
53381	767222
53381	767225
53381	767231
53381	767236
53381	767239
53381	767253
53382	767183
53382	767184
53382	767189
53382	767201
53382	767216
53382	767222
53382	767225
53382	767231
53382	767236
53382	767239
53382	767253
53383	767183
53383	767184
53383	767189
53383	767201
53383	767216
53383	767222
53383	767225
53383	767231
53383	767236
53383	767239
53383	767253
53384	767183
53384	767184
53384	767189
53384	767201
53384	767216
53384	767222
53384	767225
53384	767231
53384	767236
53384	767239
53384	767253
53385	767183
53385	767184
53385	767189
53385	767201
53385	767216
53385	767222
53385	767225
53385	767231
53385	767236
53385	767239
53385	767253
53386	767183
53386	767184
53386	767189
53386	767201
53386	767216
53386	767222
53386	767225
53386	767231
53386	767236
53386	767239
53386	767253
53387	767183
53387	767184
53387	767189
53387	767201
53387	767216
53387	767222
53387	767225
53387	767231
53387	767236
53387	767239
53387	767253
53388	767183
53388	767184
53388	767201
53388	767216
53388	767225
53388	767231
53388	767236
53389	767183
53389	767184
53389	767188
53389	767201
53389	767216
53389	767221
53389	767225
53389	767228
53389	767231
53389	767236
53389	767238
53389	767252
53390	767183
53390	767184
53390	767188
53390	767201
53390	767216
53390	767221
53390	767225
53390	767228
53390	767231
53390	767236
53390	767238
53390	767252
53391	767183
53391	767184
53391	767188
53391	767201
53391	767216
53391	767221
53391	767225
53391	767228
53391	767231
53391	767236
53391	767238
53391	767252
53392	767183
53392	767184
53392	767188
53392	767201
53392	767216
53392	767221
53392	767225
53392	767228
53392	767231
53392	767236
53392	767238
53392	767252
53393	767183
53393	767184
53393	767188
53393	767201
53393	767216
53393	767221
53393	767225
53393	767228
53393	767231
53393	767236
53393	767238
53393	767252
53394	767183
53394	767184
53394	767188
53394	767201
53394	767216
53394	767221
53394	767225
53394	767228
53394	767231
53394	767236
53394	767238
53394	767252
53395	767183
53395	767184
53395	767188
53395	767201
53395	767216
53395	767221
53395	767225
53395	767228
53395	767231
53395	767236
53395	767238
53395	767252
53396	767183
53396	767184
53396	767188
53396	767201
53396	767216
53396	767221
53396	767225
53396	767228
53396	767231
53396	767236
53396	767238
53396	767252
53397	767183
53397	767184
53397	767188
53397	767201
53397	767216
53397	767221
53397	767225
53397	767228
53397	767231
53397	767236
53397	767238
53397	767252
53398	767183
53398	767184
53398	767188
53398	767201
53398	767216
53398	767221
53398	767225
53398	767231
53398	767236
53398	767238
53399	767183
53399	767184
53399	767201
53399	767216
53399	767225
53399	767231
53400	767183
53400	767184
53400	767201
53400	767216
53400	767225
53400	767231
53401	767183
53401	767184
53401	767201
53401	767216
53401	767225
53401	767231
53402	767183
53402	767184
53402	767201
53402	767216
53402	767225
53402	767231
53403	767183
53403	767184
53403	767186
53403	767201
53403	767216
53403	767219
53403	767225
53403	767231
53404	767183
53404	767184
53404	767186
53404	767201
53404	767216
53404	767219
53404	767225
53404	767231
53405	767183
53405	767184
53405	767186
53405	767201
53405	767216
53405	767219
53405	767225
53405	767231
53406	767183
53406	767184
53406	767186
53406	767201
53406	767216
53406	767219
53406	767225
53406	767231
53407	767183
53407	767184
53407	767201
53407	767216
53407	767225
53407	767278
53407	767279
53408	767183
53408	767184
53408	767201
53408	767216
53408	767225
53408	767278
53408	767279
53409	767183
53409	767184
53409	767185
53409	767201
53409	767216
53409	767225
53409	767226
53409	767278
53409	767279
53410	767183
53410	767184
53410	767185
53410	767201
53410	767216
53410	767225
53410	767226
53410	767278
53410	767279
53411	767183
53411	767184
53411	767185
53411	767201
53411	767216
53411	767225
53411	767226
53411	767278
53411	767279
53412	767183
53412	767184
53412	767185
53412	767201
53412	767216
53412	767225
53412	767226
53412	767278
53412	767279
53412	767280
53412	767281
53413	767183
53413	767184
53413	767185
53413	767201
53413	767216
53413	767225
53413	767226
53413	767278
53413	767279
53413	767280
53413	767281
53414	767183
53414	767184
53414	767185
53414	767201
53414	767216
53414	767225
53414	767226
53414	767278
53414	767279
53414	767280
53414	767281
53415	767183
53415	767184
53415	767185
53415	767201
53415	767216
53415	767225
53415	767226
53415	767278
53415	767279
53415	767280
53415	767281
53416	767183
53416	767184
53416	767185
53416	767201
53416	767216
53416	767225
53416	767226
53416	767278
53416	767279
53416	767280
53416	767281
53417	767183
53417	767184
53417	767185
53417	767201
53417	767216
53417	767225
53417	767226
53417	767280
53417	767281
53418	767183
53418	767184
53418	767185
53418	767201
53418	767216
53418	767225
53418	767226
53418	767280
53418	767281
53419	767183
53419	767184
53419	767185
53419	767201
53419	767216
53419	767225
53419	767226
53419	767280
53419	767281
53420	767183
53420	767184
53420	767185
53420	767201
53420	767216
53420	767225
53420	767226
53420	767280
53420	767281
53421	767183
53421	767184
53421	767185
53421	767201
53421	767216
53421	767225
53421	767226
53421	767280
53421	767281
53422	767183
53422	767184
53422	767185
53422	767201
53422	767216
53422	767225
53422	767226
53422	767280
53422	767281
53423	767367
53423	767368
53423	767369
53423	767370
53423	767371
53423	767384
53423	767399
53423	767402
53423	767405
53423	767406
53423	767418
53424	767367
53424	767368
53424	767369
53424	767370
53424	767399
53424	767402
53424	767405
53425	767367
53425	767368
53425	767369
53425	767370
53425	767399
53425	767402
53425	767405
53426	767369
53426	767370
53426	767375
53426	767388
53426	767399
53426	767402
53426	767405
53426	767410
53426	767422
53427	767369
53427	767370
53427	767375
53427	767388
53427	767399
53427	767402
53427	767405
53427	767410
53427	767422
53428	767369
53428	767370
53428	767375
53428	767388
53428	767399
53428	767402
53428	767405
53428	767410
53428	767422
53429	767369
53429	767370
53429	767376
53429	767389
53429	767399
53429	767402
53429	767405
53429	767411
53429	767423
53430	767369
53430	767370
53430	767376
53430	767389
53430	767399
53430	767402
53430	767405
53430	767411
53430	767423
53431	767369
53431	767370
53431	767376
53431	767389
53431	767399
53431	767402
53431	767405
53431	767411
53431	767423
53432	767369
53432	767370
53432	767399
53432	767402
53432	767405
53433	767369
53433	767370
53433	767378
53433	767391
53433	767399
53433	767402
53433	767405
53433	767413
53433	767425
53434	767369
53434	767370
53434	767380
53434	767393
53434	767399
53434	767402
53434	767405
53434	767415
53434	767427
53435	767369
53435	767370
53435	767399
53435	767402
53435	767405
53436	767369
53436	767370
53436	767399
53436	767402
53436	767405
53437	767369
53437	767370
53437	767381
53437	767394
53437	767399
53437	767402
53437	767405
53437	767416
53437	767428
53438	767369
53438	767370
53438	767381
53438	767394
53438	767399
53438	767402
53438	767405
53438	767416
53438	767428
53439	767369
53439	767370
53439	767381
53439	767394
53439	767399
53439	767402
53439	767405
53439	767416
53439	767428
53440	767369
53440	767370
53440	767381
53440	767394
53440	767399
53440	767402
53440	767405
53440	767416
53440	767428
53441	767369
53441	767370
53441	767381
53441	767394
53441	767399
53441	767402
53441	767405
53441	767416
53441	767428
53442	767844
53442	767845
53442	767846
53442	767861
53442	767863
53442	767876
53442	767884
53442	767885
53442	767899
53442	767915
53442	767916
53443	767844
53443	767845
53443	767861
53443	767884
53443	767915
53443	767916
53444	767844
53444	767845
53444	767861
53444	767884
53444	767915
53444	767916
53445	767844
53445	767845
53445	767847
53445	767861
53445	767877
53445	767884
53445	767886
53445	767900
53445	767915
53445	767916
53446	767844
53446	767845
53446	767847
53446	767861
53446	767877
53446	767884
53446	767886
53446	767900
53446	767915
53446	767916
53447	767844
53447	767845
53447	767847
53447	767861
53447	767877
53447	767884
53447	767886
53447	767900
53447	767915
53447	767916
53448	767844
53448	767845
53448	767861
53448	767884
53448	767915
53448	767916
53449	767844
53449	767845
53449	767861
53449	767884
53449	767915
53449	767916
53450	767844
53450	767845
53450	767849
53450	767861
53450	767879
53450	767884
53450	767888
53450	767902
53450	767915
53450	767916
53451	767844
53451	767845
53451	767850
53451	767861
53451	767864
53451	767880
53451	767884
53451	767889
53451	767903
53451	767915
53451	767916
53452	767844
53452	767845
53452	767861
53452	767884
53452	767915
53452	767916
53453	767844
53453	767845
53453	767853
53453	767861
53453	767867
53453	767884
53453	767892
53453	767906
53453	767915
53453	767916
53454	767844
53454	767845
53454	767853
53454	767861
53454	767867
53454	767884
53454	767892
53454	767906
53454	767915
53454	767916
53455	767844
53455	767845
53455	767853
53455	767861
53455	767867
53455	767884
53455	767892
53455	767906
53455	767915
53455	767916
53456	767844
53456	767845
53456	767854
53456	767861
53456	767868
53456	767883
53456	767884
53456	767893
53456	767907
53456	767915
53456	767916
53457	767844
53457	767845
53457	767861
53457	767884
53457	767915
53457	767916
53458	767844
53458	767845
53458	767856
53458	767861
53458	767870
53458	767884
53458	767895
53458	767909
53458	767915
53458	767916
53459	767844
53459	767845
53459	767858
53459	767861
53459	767872
53459	767884
53459	767897
53459	767911
53459	767915
53459	767916
53460	767844
53460	767845
53460	767858
53460	767861
53460	767872
53460	767884
53460	767897
53460	767911
53460	767915
53460	767916
53461	768182
53461	768196
53461	768203
53461	768218
53461	768222
53461	768226
53461	768239
53461	768253
53461	768265
53461	768267
53462	768306
53462	768307
53462	768316
53462	768327
53462	768330
53462	768336
53462	768337
53462	768351
53463	768396
53463	768397
53463	768401
53463	768405
53463	768408
53463	768413
53464	768396
53464	768397
53464	768402
53464	768406
53464	768408
53464	768413
53465	768396
53465	768397
53465	768402
53465	768406
53465	768408
53465	768413
53466	768396
53466	768397
53466	768402
53466	768406
53466	768408
53466	768413
53466	768431
53466	768432
53467	768396
53467	768397
53467	768402
53467	768406
53467	768408
53467	768413
53467	768431
53467	768432
53468	768396
53468	768397
53468	768402
53468	768406
53468	768408
53468	768413
53468	768431
53468	768432
53469	768396
53469	768397
53469	768402
53469	768406
53469	768408
53469	768413
53469	768431
53469	768432
53470	768396
53470	768397
53470	768402
53470	768406
53470	768408
53470	768413
53470	768431
53470	768432
53471	768396
53471	768397
53471	768403
53471	768407
53471	768408
53471	768413
53471	768431
53471	768432
53472	768396
53472	768397
53472	768403
53472	768407
53472	768408
53472	768413
53472	768431
53472	768432
53473	768396
53473	768397
53473	768403
53473	768407
53473	768408
53473	768413
53473	768431
53473	768432
53474	768396
53474	768397
53474	768403
53474	768407
53474	768408
53474	768413
53474	768431
53474	768432
53475	768396
53475	768397
53475	768403
53475	768407
53475	768408
53475	768413
53475	768431
53475	768432
53476	768770
53476	768771
53476	768773
53476	768774
53476	768775
53476	768779
53476	768781
53476	768782
53476	768784
53476	768786
53476	768788
53476	768790
53476	768792
53477	768814
53477	768815
53477	768846
53477	768848
53477	768878
53477	768879
53477	768909
53477	768938
53477	768939
53478	768814
53478	768815
53478	768848
53478	768879
53478	768939
53479	768814
53479	768815
53479	768835
53479	768848
53479	768868
53479	768879
53479	768899
53479	768928
53479	768939
53480	768814
53480	768815
53480	768830
53480	768848
53480	768863
53480	768879
53480	768894
53480	768923
53480	768939
53481	768814
53481	768815
53481	768825
53481	768848
53481	768858
53481	768879
53481	768889
53481	768918
53481	768939
53482	769267
53482	769268
53482	769278
53482	769289
53482	769298
53482	769301
53482	769311
53482	769323
53483	769267
53483	769268
53483	769278
53483	769289
53483	769298
53483	769301
53483	769311
53483	769323
53484	769267
53484	769268
53484	769277
53484	769288
53484	769298
53484	769301
53484	769310
53484	769322
53485	769267
53485	769268
53485	769273
53485	769284
53485	769298
53485	769301
53485	769306
53485	769318
53486	769330
53486	769352
53486	769371
53486	769392
53486	769397
53486	769401
53486	769413
53487	769330
53487	769352
53487	769397
53488	769330
53488	769352
53488	769370
53488	769391
53488	769397
53488	769400
53488	769412
53489	769330
53489	769331
53489	769349
53489	769352
53489	769369
53489	769390
53489	769397
53489	769399
53489	769411
53490	769330
53490	769331
53490	769350
53490	769352
53490	769397
53491	769330
53491	769331
53491	769342
53491	769350
53491	769352
53491	769363
53491	769384
53491	769397
53491	769405
53492	769330
53492	769331
53492	769342
53492	769350
53492	769352
53492	769363
53492	769384
53492	769397
53492	769405
53493	769330
53493	769331
53493	769342
53493	769350
53493	769352
53493	769363
53493	769384
53493	769397
53493	769405
53494	769330
53494	769331
53494	769342
53494	769350
53494	769352
53494	769363
53494	769384
53494	769397
53494	769405
53495	769330
53495	769331
53495	769342
53495	769350
53495	769352
53495	769363
53495	769384
53495	769397
53495	769405
53496	769330
53496	769331
53496	769342
53496	769350
53496	769352
53496	769363
53496	769384
53496	769397
53496	769405
53497	769330
53497	769331
53497	769342
53497	769350
53497	769352
53497	769363
53497	769384
53497	769397
53497	769405
53498	769330
53498	769331
53498	769342
53498	769350
53498	769352
53498	769363
53498	769384
53498	769397
53498	769405
53499	769330
53499	769331
53499	769342
53499	769350
53499	769352
53499	769363
53499	769384
53499	769397
53499	769405
53500	769330
53500	769331
53500	769342
53500	769350
53500	769352
53500	769363
53500	769384
53500	769397
53500	769405
53501	769330
53501	769331
53501	769341
53501	769350
53501	769352
53501	769362
53501	769383
53501	769397
53501	769404
53502	769330
53502	769331
53502	769340
53502	769350
53502	769352
53502	769361
53502	769382
53502	769397
53503	769330
53503	769331
53503	769337
53503	769350
53503	769352
53503	769358
53503	769379
53504	769330
53504	769331
53504	769337
53504	769350
53504	769352
53504	769358
53504	769379
53505	769330
53505	769331
53505	769337
53505	769350
53505	769352
53505	769358
53505	769379
53506	769330
53506	769331
53506	769335
53506	769350
53506	769352
53506	769356
53506	769377
53507	769330
53507	769331
53507	769335
53507	769350
53507	769352
53507	769356
53507	769377
53508	769330
53508	769331
53508	769335
53508	769350
53508	769352
53508	769356
53508	769377
53509	769548
53509	769549
53509	769554
53509	769570
53509	769583
53509	769589
53509	769607
53509	769622
53509	769630
53510	769548
53510	769549
53510	769556
53510	769572
53510	769583
53510	769591
53510	769609
53510	769622
53510	769630
53511	769548
53511	769549
53511	769560
53511	769576
53511	769583
53511	769595
53511	769613
53511	769622
53511	769630
53511	769639
53512	769548
53512	769549
53512	769561
53512	769577
53512	769583
53512	769596
53512	769614
53512	769622
53512	769630
53512	769639
53513	769548
53513	769549
53513	769563
53513	769579
53513	769583
53513	769598
53513	769616
53513	769622
53513	769639
53514	770082
53514	770083
53514	770085
53514	770086
53514	770087
53514	770090
53515	770091
53515	770092
53515	770093
53515	770095
53515	770097
53515	770098
53516	770099
53516	770100
53516	770101
53516	770111
53516	770113
53517	770099
53517	770100
53517	770111
53518	770099
53518	770100
53518	770111
53519	770458
53519	770459
53519	770463
53519	770467
53519	770469
53519	770473
53519	770477
53519	770479
53520	770458
53520	770459
53520	770461
53520	770465
53520	770469
53520	770471
53520	770475
53520	770479
53521	770976
53521	770977
53521	770979
53521	770983
53521	770987
53521	770989
53521	770993
53522	771008
53522	771009
53522	771014
53522	771018
53522	771020
53522	771026
53522	771030
53522	771038
53523	771008
53523	771009
53523	771014
53523	771018
53523	771020
53523	771026
53523	771030
53523	771038
53524	771008
53524	771009
53524	771014
53524	771018
53524	771020
53524	771026
53524	771030
53524	771038
53525	771008
53525	771009
53525	771014
53525	771018
53525	771020
53525	771026
53525	771030
53525	771038
53526	771008
53526	771009
53526	771014
53526	771018
53526	771020
53526	771026
53526	771030
53526	771038
53527	771008
53527	771009
53527	771020
53527	771038
53528	771008
53528	771009
53528	771012
53528	771016
53528	771020
53528	771024
53528	771028
53528	771038
53529	771008
53529	771009
53529	771012
53529	771016
53529	771020
53529	771024
53529	771028
53529	771038
53530	771008
53530	771009
53530	771012
53530	771016
53530	771020
53530	771024
53530	771028
53530	771038
53531	771008
53531	771009
53531	771012
53531	771016
53531	771020
53531	771024
53531	771028
53531	771038
53532	771008
53532	771009
53532	771012
53532	771016
53532	771020
53532	771024
53532	771028
53532	771038
53533	771008
53533	771009
53533	771012
53533	771016
53533	771020
53533	771024
53533	771028
53533	771038
53534	771008
53534	771009
53534	771020
53534	771038
53535	771008
53535	771009
53535	771020
53535	771038
53536	771008
53536	771009
53536	771011
53536	771015
53536	771020
53536	771023
53536	771027
53536	771037
53536	771038
53537	771008
53537	771009
53537	771011
53537	771015
53537	771020
53537	771023
53537	771027
53537	771037
53537	771038
53538	771008
53538	771009
53538	771011
53538	771015
53538	771020
53538	771023
53538	771027
53538	771037
53538	771038
53539	771008
53539	771009
53539	771011
53539	771015
53539	771020
53539	771023
53539	771027
53539	771037
53539	771038
53540	771008
53540	771009
53540	771011
53540	771015
53540	771020
53540	771023
53540	771027
53540	771037
53540	771038
53541	771008
53541	771009
53541	771011
53541	771015
53541	771020
53541	771023
53541	771027
53541	771037
53541	771038
53542	771008
53542	771009
53542	771011
53542	771015
53542	771020
53542	771023
53542	771027
53542	771037
53542	771038
53543	771008
53543	771009
53543	771011
53543	771015
53543	771020
53543	771023
53543	771027
53543	771037
53543	771038
53544	771008
53544	771009
53544	771011
53544	771015
53544	771020
53544	771023
53544	771027
53544	771037
53544	771038
53545	771008
53545	771009
53545	771011
53545	771015
53545	771020
53545	771023
53545	771027
53545	771037
53545	771038
53546	771008
53546	771009
53546	771011
53546	771015
53546	771020
53546	771023
53546	771027
53546	771037
53546	771038
